rank,word,occurrences (ppm),lemma forms
8029,acostumbrada,7,acostumbrado acostumbrar
8030,sugerir,6,sugerir
8031,sucias,6,sucio
8032,succión,6,succión
8033,registrar,6,registrar
8034,propietario,6,propietario
8035,portero,6,portero
8036,perdonarme,6,perdonar
8037,parados,6,parado parar
8038,ofrecido,6,ofrecido ofrecer
8039,muevete,6,mover
8040,marcharme,6,marchar
8041,marchado,6,marchado
8042,israel,6,israel
8043,informarle,6,informar
8044,hablaban,6,hablar
8045,ganadores,6,ganador
8046,firmas,6,firma firmar
8047,expresar,6,expresar
8048,empezaba,6,empezar
8049,despierten,6,despertar
8050,crearon,6,crear
8051,claridad,6,claridad
8052,ciegos,6,ciego
8053,bloque,6,bloque
8054,alterado,6,alterado
8055,vestirme,6,vestir
8056,velada,6,velada velar
8057,serias,6,serio
8058,salvarla,6,salvar
8059,procedimientos,6,procedimiento
8060,porche,6,porche
8061,ponerla,6,poner
8062,pasemos,6,pasar
8063,pala,6,pala
8064,ogros,6,ogro
8065,movió,6,mover
8066,molestarme,6,molestar
8067,menuda,6,menudo
8068,hostil,6,hostil
8069,epidemia,6,epidemia
8070,enséñame,6,enseñar
8071,deténganlo,6,detener
8072,detenernos,6,detener
8073,describir,6,describir
8074,concedido,6,concedido
8075,comunicado,6,comunicado comunicar
8076,comparar,6,comparar
8077,cogeré,6,coger
8078,callas,6,callar
8079,busques,6,buscar
8080,acercándose,6,acercar
8081,abandona,6,abandonar
8082,volado,6,volado volar
8083,ventajas,6,ventaja
8084,tubería,6,tubería
8085,traicionaste,6,traicionar
8086,traerla,6,traer
8087,suministros,6,suministro
8088,regresando,6,regresar
8089,recientes,6,reciente
8090,puñado,6,puñado
8091,pretender,6,pretender
8092,pasadas,6,pasada pasado pasar
8093,guardo,6,guardar
8094,girando,6,girar
8095,fugitivo,6,fugitivo
8096,escoba,6,escoba
8097,escaparse,6,escapar
8098,empleos,6,empleo
8099,echen,6,echar
8100,duran,6,durar
8101,duque,6,duque
8102,dondequiera,6,dondequiera
8103,dibujar,6,dibujar
8104,destinado,6,destinado destinar
8105,dedico,6,dedicar
8106,cuidadoso,6,cuidadoso
8107,cristales,6,cristal
8108,creerte,6,creer
8109,clavo,6,clavo clavar
8110,cápsula,6,cápsula
8111,bastón,6,bastón
8112,atencion,6,atención
8113,aliado,6,aliado
8114,agradece,6,agradecer
8115,acepté,6,aceptar
8116,aceptaré,6,aceptar
8117,aborten,6,abortar
8118,utilizado,6,utilizado utilizar
8119,tranvía,6,tranvía
8120,trágico,6,trágico
8121,tequila,6,tequila
8122,sostener,6,sostener
8123,serviría,6,servir
8124,retira,6,retirar
8125,redonda,6,redondo
8126,realizado,6,realizado realizar
8127,protocolos,6,protocolo
8128,potente,6,potente
8129,pensábamos,6,pensar
8130,mexicanos,6,mexicano
8131,llévatelo,6,llevar
8132,inmortalidad,6,inmortalidad
8133,infectada,6,infectado
8134,experta,6,experta
8135,ética,6,ética ético
8136,estancia,6,estancia
8137,específico,6,específico
8138,empezaré,6,empezar
8139,ejecutar,6,ejecutar
8140,echarme,6,echar
8141,déjalos,6,dejar
8142,comisionado,6,comisionado
8143,chispas,6,chispa chispar
8144,cerramos,6,cerrar
8145,atraco,6,atraco
8146,asignado,6,asignado asignar
8147,asesinaste,6,asesinar
8148,armar,6,armar
8149,acuérdate,6,acordar
8150,vosotras,6,vosotras
8151,unidas,6,unido
8152,tránsito,6,tránsito
8153,suceso,6,suceso
8154,presiento,6,presentar
8155,patadas,6,patada
8156,obtuve,6,obtener
8157,músculo,6,músculo
8158,legalmente,6,legalmente
8159,imaginarme,6,imaginar
8160,honores,6,honor
8161,gordos,6,gordo
8162,furiosa,6,furioso
8163,funcionado,6,funcionar
8164,fallé,6,fallar
8165,escóndete,6,esconder
8166,declaraciones,6,declaración
8167,cumplió,6,cumplir
8168,cuerno,6,cuerno
8169,comienzan,6,comenzar
8170,clementina,6,clementina
8171,católica,6,católico
8172,carcel,6,cárcel
8173,cansados,6,cansado
8174,brasil,6,brasil
8175,asado,6,asado asar
8176,álbum,6,álbum
8177,abdominal,6,abdominal
8178,volvimos,6,volver
8179,supermercado,6,supermercado
8180,sujeta,6,sujeto sujetar
8181,suavemente,6,suavemente
8182,salvando,6,salvar
8183,reventar,6,reventar
8184,rastreo,6,rastreo rastrear
8185,quienquiera,6,quienquiera
8186,pretendo,6,pretender
8187,pertenecía,6,pertenecer
8188,perdono,6,perdonar
8189,pequeñín,6,pequeñín pequeño
8190,paganos,6,pagano
8191,onu,6,ONU
8192,obtuviste,6,obtener
8193,obliga,6,obligar
8194,nobel,6,nobel
8195,levántense,6,levantar
8196,lastime,6,lastimar
8197,inconveniente,6,inconveniente
8198,flexible,6,flexible
8199,favoritas,6,favorito
8200,escaparon,6,escapar
8201,corres,6,correr
8202,correctas,6,correcto
8203,copiado,6,copiado copiar
8204,convertí,6,convertir
8205,burla,6,burla burlar
8206,atrevido,6,atrevido
8207,alejarme,6,alejar
8208,abordar,6,abordar
8209,abejas,6,abeja
8210,vuelan,6,volar
8211,surgió,6,surgir
8212,rechazar,6,rechazar
8213,noto,6,notar
8214,negociaciones,6,negociación
8215,llamara,6,llamar
8216,irónico,6,irónico
8217,inmediata,6,inmediato
8218,incluido,6,incluido incluir
8219,hábito,6,hábito
8220,etc,6,etc
8221,escapé,6,escapar
8222,entraré,6,entrar
8223,encendedor,6,encendedor
8224,eches,6,echar
8225,dramático,6,dramático
8226,dominar,6,dominar
8227,demandas,6,demanda demandar
8228,decido,6,decidir
8229,cumplo,6,cumplir
8230,corrió,6,correr
8231,conducto,6,conducto
8232,choca,6,chocar choco
8233,area,6,área
8234,arbusto,6,arbusto
8235,ajo,6,ajo
8236,yankees,6,yankee
8237,violó,6,violar
8238,valía,6,valer
8239,tijeras,6,tijeras
8240,sugieres,6,sugerir
8241,rodea,6,rodear
8242,revisé,6,revisar
8243,programación,6,programación
8244,privadas,6,privado
8245,presidencial,6,presidencial
8246,necesitaban,6,necesitar
8247,navegación,6,navegación
8248,mencioné,6,mencionar
8249,maravillosos,6,maravilloso
8250,llamarle,6,llamar
8251,late,6,latir
8252,frecuencias,6,frecuencia
8253,estreno,6,estreno estrenar
8254,encargue,6,encargar
8255,empuje,6,empuje empujar
8256,empeorar,6,empeorar
8257,dormiré,6,dormir
8258,desaparecidos,6,desaparecido
8259,dejenme,6,dejar
8260,dare,6,dar
8261,culturas,6,cultura
8262,concreto,6,concreto concretar
8263,cesar,6,cesar
8264,caía,6,caer
8265,bailas,6,bailar
8266,autorizada,6,autorizado
8267,aleluya,6,aleluya
8268,yanquis,6,yanqui
8269,villano,6,villano
8270,superhéroe,6,superhéroe
8271,separar,6,separar
8272,quítese,6,quitar
8273,preparación,6,preparación
8274,preocupaciones,6,preocupación
8275,porcentaje,6,porcentaje
8276,ofendido,6,ofendido
8277,merecido,6,merecido
8278,matemática,6,matemática matemático
8279,marea,6,marea
8280,márchate,6,marchar
8281,limpios,6,limpio
8282,jinetes,6,jinete
8283,ingresos,6,ingreso
8284,infinito,6,infinito
8285,globos,6,globo
8286,futura,6,futuro
8287,filme,6,filmar
8288,estudiado,6,estudiado estudiar
8289,escondes,6,esconder
8290,enfoque,6,enfoque enfocar
8291,confirma,6,confirmar
8292,concentrarme,6,concentrar
8293,casamiento,6,casamiento
8294,bombardeo,6,bombardeo bombardear
8295,bolígrafo,6,bolígrafo
8296,atravesando,6,atravesar
8297,atrapan,6,atrapar
8298,aproxima,6,aproximar
8299,antepasados,6,antepasado
8300,anteojos,6,anteojos
8301,amabilidad,6,amabilidad
8302,aislamiento,6,aislamiento
8303,verga,6,verga
8304,veis,6,ver
8305,universitario,6,universitario
8306,traigas,6,traer
8307,tocino,6,tocino
8308,tito,6,titar Tito
8309,tires,6,tirar
8310,talentoso,6,talentoso
8311,rodeados,6,rodeado rodear
8312,riñones,6,riñón
8313,quites,6,quitar
8314,puños,6,puño
8315,preparé,6,preparar
8316,pipa,6,pipa
8317,percepción,6,percepción
8318,mostrarles,6,mostrar
8319,mostrador,6,mostrador
8320,habitantes,6,habitante
8321,golpeaste,6,golpear
8322,gelatina,6,gelatina
8323,explicaciones,6,explicación
8324,espina,6,espina
8325,enterrada,6,enterrado enterrar
8326,doblar,6,doblar
8327,devuelvo,6,devolver
8328,descubrimos,6,descubrir
8329,declaró,6,declarar
8330,cristiana,6,cristiano
8331,crío,6,crío criar
8332,conquista,6,conquista conquistar
8333,confiado,6,confiado confiar
8334,cómics,6,cómic
8335,bolos,6,bolo
8336,barriga,6,barriga
8337,aparecerá,6,aparecer
8338,agradecidos,6,agradecido
8339,aficionado,6,aficionado
8340,yace,6,yacer
8341,sucedería,6,suceder
8342,ruptura,6,ruptura
8343,quítale,6,quitar
8344,protegida,6,protegido
8345,perdamos,6,perder
8346,negó,6,negar
8347,mantienes,6,mantener
8348,maniobra,6,maniobra
8349,jurar,6,jurar
8350,impresionar,6,impresionar
8351,ilusiones,6,ilusión
8352,ignorante,6,ignorante
8353,generadores,6,generador
8354,figuras,6,figura figurar
8355,exhausto,6,exhausto
8356,enfrentarse,6,enfrentar
8357,duelen,6,dolar
8358,divertirte,6,divertir
8359,dirigimos,6,dirigir
8360,dental,6,dental
8361,cuénteme,6,contar
8362,correos,6,correo
8363,carolina,6,carolino Carolina
8364,campesinos,6,campesino
8365,bombarderos,6,bombardero
8366,bares,6,bar
8367,vendes,6,vender
8368,suero,6,suero
8369,sermón,6,sermón
8370,puerco,6,puerco
8371,provoca,6,provocar
8372,prestas,6,prestar
8373,pidas,6,pedir
8374,pasarán,6,pasar
8375,paces,6,pacer
8376,oponente,6,oponente
8377,oigas,6,oír
8378,maya,6,maya
8379,lastimes,6,lastimar
8380,jardinero,6,jardinero
8381,interferir,6,interferir
8382,importará,6,importar
8383,hablarles,6,hablar
8384,ganaremos,6,ganar
8385,forzado,6,forzado forzar
8386,explicarme,6,explicar
8387,espérenme,6,esperar
8388,enamoré,6,enamorar
8389,disturbios,6,disturbio
8390,devuélveme,6,devolver
8391,detenerla,6,detener
8392,cuanta,6,cuanto
8393,clásica,6,clásico
8394,chaleco,6,chaleco
8395,cafe,6,café
8396,ballena,6,ballena
8397,bajaré,6,bajar
8398,amos,6,amo
8399,altitud,6,altitud
8400,acontecimientos,6,acontecimiento
8401,acababa,6,acabar
8402,vigilante,6,vigilante
8403,tomografía,6,tomografía
8404,resurrección,6,resurrección
8405,rencor,6,rencor
8406,probemos,6,probar
8407,pólvora,6,pólvora
8408,ofensiva,6,ofensiva
8409,nono,6,nono
8410,narcóticos,6,narcótico
8411,mudar,6,mudar
8412,intentaste,6,intentar
8413,ganarle,6,ganar
8414,forman,6,formar
8415,ficha,6,ficha
8416,ferrocarril,6,ferrocarril
8417,falleció,6,fallecer
8418,divierte,6,divertir
8419,directores,6,director
8420,dificultad,6,dificultad
8421,desesperadamente,6,desesperadamente
8422,démosle,6,dar
8423,culos,6,culo
8424,creyendo,6,creer
8425,comprador,6,comprador
8426,casaré,6,casar
8427,balance,6,balance
8428,asustes,6,asustar
8429,alienígena,6,alienígeno
8430,alcanzo,6,alcanzar
8431,ventilación,6,ventilación
8432,tregua,6,tregua
8433,traficantes,6,traficante
8434,subterráneo,6,subterráneo
8435,simulación,6,simulación
8436,secuestradores,6,secuestrador
8437,sangra,6,sangrar
8438,resolverlo,6,resolver
8439,realeza,6,realeza
8440,presidenta,6,presidenta
8441,pensaban,6,pensar
8442,parecida,6,parecido parecer
8443,pagarme,6,pagar
8444,oraciones,6,oración
8445,marruecos,6,Marruecos
8446,levantate,6,levantar
8447,lastimé,6,lastimar
8448,iniciales,6,inicial
8449,imitación,6,imitación
8450,financiera,6,financiera financiero
8451,exquisito,6,exquisito
8452,esponja,6,esponja
8453,entrevistas,6,entrevista
8454,enterarme,6,enterar
8455,entenderá,6,entender
8456,enseñas,6,enseñar
8457,convertirte,6,convertir
8458,cansé,6,cansar
8459,cambiaría,6,cambiar
8460,bang,6,bang
8461,arresten,6,arrestar
8462,argentina,6,argentino
8463,adjunto,6,adjunto
8464,acordado,6,acordado
8465,trofeo,6,trofeo
8466,trayendo,6,traer
8467,seguras,6,seguro
8468,satélites,6,satélite
8469,sacarlos,6,sacar
8470,rezo,6,rezo rezar
8471,regular,6,regular
8472,pretendes,6,pretender
8473,póliza,6,póliza
8474,piérdete,6,perder
8475,marqués,6,marqués
8476,malvados,6,malvado
8477,leia,6,leer
8478,invitarte,6,invitar
8479,fanático,6,fanático
8480,factura,6,factura facturar
8481,extrañaré,6,extrañar
8482,escoria,6,escoria
8483,décadas,6,década
8484,cortada,6,cortado
8485,considere,6,considerar
8486,comprensión,6,comprensión
8487,codo,6,codo
8488,claras,6,claro
8489,calme,6,calmar
8490,cabras,6,cabra
8491,balazo,6,balazo
8492,bájala,6,bajar
8493,babilonia,6,babilonio
8494,arruiné,6,arruinar
8495,arbustos,6,arbusto
8496,apodo,6,apodo
8497,alumna,6,alumna
8498,aleja,6,alejar
8499,albania,6,Albania
8500,ahogado,6,ahogado
8501,acercamos,6,acercar
8502,abrimos,6,abrir
8503,veterinario,6,veterinario
8504,vecina,6,vecina
8505,usada,6,usado usar
8506,puros,6,puro
8507,puntería,6,puntería
8508,públicas,6,público
8509,pronóstico,6,pronóstico
8510,planeas,6,planear
8511,pasarla,6,pasar
8512,optimista,6,optimista
8513,odiaría,6,odiar
8514,obreros,6,obrero
8515,mentiría,6,mentir
8516,marino,6,marino
8517,luchamos,6,luchar
8518,letal,6,letal
8519,judicial,6,judicial
8520,exceso,6,exceso
8521,enigma,6,enigma
8522,canasta,6,canasta
8523,buscarlos,6,buscar
8524,blues,6,blues
8525,apunto,6,apuntar
8526,aparatos,6,aparato
8527,aguante,6,aguante aguantar
8528,agarramos,6,agarrar
8529,adictos,6,adicto
8530,vinci,6,vencer
8531,tramando,6,tramar
8532,tácticas,6,táctica
8533,sostiene,6,sostener
8534,signifique,6,significar
8535,significar,6,significar
8536,sato,6,sato
8537,sarcófago,6,sarcófago
8538,reportaje,6,reportaje
8539,religiosa,6,religioso
8540,reconstruir,6,reconstruir
8541,propone,6,proponer
8542,precaución,6,precaución
8543,portador,6,portador
8544,popa,6,popa
8545,parlamento,6,parlamento
8546,ofrecerte,6,ofrecer
8547,ocuparse,6,ocupar
8548,nombrar,6,nombrar
8549,molestan,6,molestar
8550,lecturas,6,lectura
8551,iríamos,6,ir
8552,haríamos,6,hacer
8553,guardería,6,guardería
8554,francotiradores,6,francotirador
8555,exista,6,existir
8556,evidentemente,6,evidentemente
8557,enfrenta,6,enfrentar
8558,destruya,6,destruir
8559,defenderse,6,defender
8560,continente,6,continente
8561,consideran,6,considerar
8562,ausente,6,ausente
8563,anochecer,6,anochecer
8564,alrededores,6,alrededor
8565,aduana,6,aduana
8566,winchester,6,winchester
8567,utah,6,utah
8568,ultimamente,6,últimamente
8569,sospechosa,6,sospechoso
8570,séptimo,6,séptimo
8571,seguirme,6,seguir
8572,sálvame,6,salvar
8573,romeo,6,romeo Romeo
8574,robos,6,robo
8575,ratones,6,ratón
8576,quitarse,6,quitar
8577,publico,6,publicar público
8578,profeta,6,profeta
8579,presentarle,6,presentar
8580,paramédicos,6,paramédico
8581,opiniones,6,opinión
8582,mostrado,6,mostrado mostrar
8583,miramos,6,mirar
8584,invertido,6,invertido invertir
8585,ídolo,6,ídolo
8586,hijita,6,hijita
8587,ganancia,6,ganancia
8588,esperaría,6,esperar
8589,esperará,6,esperar
8590,dudar,6,dudar
8591,destruyeron,6,destruir
8592,construida,6,construido construir
8593,confíes,6,confiar
8594,comeremos,6,comer
8595,bus,6,bus
8596,bienestar,6,bienestar
8597,bailamos,6,bailar
8598,ayudaremos,6,ayudar
8599,autodestrucción,6,autodestrucción
8600,ahogó,6,ahogar
8601,acercarte,6,acercar
8602,violentos,6,violento
8603,valga,6,valer
8604,vacíos,6,vacío
8605,triángulo,6,triángulo
8606,traslado,6,traslado trasladar
8607,tigres,6,tigre
8608,supieran,6,saber
8609,sorprendida,6,sorprendido
8610,solían,6,soler
8611,soda,6,soda
8612,secundarios,6,secundario
8613,secuestrador,6,secuestrador
8614,recupera,6,recuperar
8615,rechazo,6,rechazo rechazar
8616,ramas,6,rama
8617,preciosas,6,precioso
8618,ofrecieron,6,ofrecer
8619,locuras,6,locura
8620,lino,6,lino
8621,libera,6,liberar
8622,legítimo,6,legítimo
8623,lastimó,6,lastimar
8624,huérfanos,6,huérfano
8625,generosa,6,generoso
8626,exijo,6,exigir
8627,escáner,6,escáner
8628,entenderás,6,entender
8629,desaparecen,6,desaparecer
8630,cruzó,6,cruzar
8631,continuará,6,continuar
8632,confirmada,6,confirmado
8633,cocinera,6,cocinera
8634,claros,6,claro
8635,ciclo,6,ciclo
8636,caminas,6,caminar
8637,bando,6,bando
8638,avergonzada,6,avergonzado
8639,atraviesa,6,atravesar
8640,atentamente,6,atentamente
8641,arruinando,6,arruinar
8642,adicción,6,adicción
8643,violenta,6,violento
8644,únicamente,6,únicamente
8645,suéter,6,suéter
8646,sudor,6,sudor
8647,significaría,6,significar
8648,reemplazo,6,reemplazo reemplazar
8649,quiebra,6,quiebra quebrar
8650,peligros,6,peligro
8651,matare,6,matar
8652,llamare,6,llamar
8653,litro,6,litro
8654,irías,6,ir
8655,humillación,6,humillación
8656,glorioso,6,glorioso
8657,gasto,6,gasto gastar
8658,faro,6,faro
8659,exclusiva,6,exclusiva
8660,entrenando,6,entrenar
8661,empezará,6,empezar
8662,diabetes,6,diabetes
8663,conteo,6,conteo
8664,centros,6,centro
8665,captura,6,captura capturar
8666,balcón,6,balcón
8667,asegúrese,6,asegurar
8668,arder,6,arder
8669,apretar,6,apretar
8670,aprenderás,6,aprender
8671,abrieron,6,abrir
8672,visitarme,6,visitar
8673,verduras,6,verdura
8674,venecia,6,Venecia
8675,vendrían,6,venir
8676,vales,6,valer vale
8677,tardaste,6,tardar
8678,suicidarse,6,suicidar
8679,simio,6,simio
8680,sensibilidad,6,sensibilidad
8681,retire,6,retirar
8682,respondió,6,responder
8683,rendirse,6,rendir
8684,pusiera,6,poner
8685,principalmente,6,principalmente
8686,preferida,6,preferido
8687,órgano,6,órgano
8688,operador,6,operador
8689,náuseas,6,náusea
8690,mudarse,6,mudar
8691,mirame,6,mirar
8692,mátalos,6,matar
8693,madam,6,madam
8694,llevare,6,llevar
8695,invitaron,6,invitar
8696,intruso,6,intruso
8697,idiomas,6,idioma
8698,hoguera,6,hoguera
8699,hablara,6,hablar
8700,genes,6,gen
8701,entregas,6,entrega entregar
8702,encontrada,6,encontrado encontrar
8703,echarte,6,echar
8704,echamos,6,echar
8705,devuelva,6,devolver
8706,detenerte,6,detener
8707,deshacer,6,deshacer
8708,cosmo,6,cosmos
8709,comprarle,6,comprar
8710,comenzaremos,6,comenzar
8711,cerré,6,cerrar
8712,bloqueando,6,bloquear bloquear
8713,asustarte,6,asustar
8714,asegura,6,asegurar
8715,vitaminas,6,vitamina
8716,vengarse,6,vengar
8717,valla,6,valla
8718,trozos,6,trozo
8719,tímida,6,tímido
8720,superado,6,superado superar
8721,sueña,6,soñar
8722,seguidos,6,seguido
8723,salvavidas,6,salvavidas
8724,remolque,6,remolque
8725,prometer,6,prometer
8726,proceder,6,proceder
8727,prepararme,6,preparar
8728,pediatría,6,pediatría
8729,pagos,6,pago
8730,pagarte,6,pagar
8731,ninja,6,ninja
8732,nieta,6,nieta
8733,motocicleta,6,motocicleta
8734,mostrando,6,mostrar
8735,montana,6,montana
8736,miedos,6,miedo
8737,mantendremos,6,mantener
8738,mandíbula,6,mandíbula
8739,luchas,6,lucha luchar
8740,logras,6,lograr
8741,levanté,6,levantar
8742,lanzado,6,lanzado lanzar
8743,intrusos,6,intruso
8744,insistió,6,insistir
8745,habria,6,haber
8746,gritó,6,gritar
8747,ganarme,6,ganar
8748,decepción,6,decepción
8749,cubriendo,6,cubrir
8750,continuemos,6,continuar
8751,consideración,6,consideración
8752,conduzco,6,conducir
8753,colchón,6,colchón
8754,chupa,6,chupar
8755,camisas,6,camisa
8756,buscabas,6,buscar
8757,bloqueo,6,bloqueo bloquear
8758,armamento,6,armamento
8759,amenazando,6,amenazar
8760,alias,6,alias
8761,virginidad,6,virginidad
8762,vengar,6,vengar
8763,tornado,6,tornado
8764,series,6,serie
8765,sácala,6,sacar
8766,rompan,6,romper
8767,responden,6,responder
8768,reclamar,6,reclamar
8769,presentaré,6,presentar
8770,preguntamos,6,preguntar
8771,predicador,6,predicador
8772,pintor,6,pintor
8773,paguen,6,pagar
8774,ofreciendo,6,ofrecer
8775,matriz,6,matriz
8776,maricones,6,maricón
8777,libra,6,libra librar
8778,jugó,6,jugar
8779,jodió,6,joder
8780,invité,6,invitar
8781,inodoro,6,inodoro
8782,ingresar,6,ingresar
8783,ignorancia,6,ignorancia
8784,ibamos,6,ir
8785,gustara,6,gustar
8786,extiende,6,extender
8787,exagerando,6,exagerar
8788,cuido,6,cuidar
8789,cuidarte,6,cuidar
8790,colapso,6,colapso colapsar
8791,buzón,6,buzón
8792,buenísimo,6,bueno
8793,bretaña,6,Bretaña
8794,bree,6,brear
8795,bárbaro,6,bárbaro
8796,asombrosa,6,asombroso
8797,alérgico,6,alérgico
8798,acostaste,6,acostar
8799,abrirlo,6,abrir
8800,vip,6,vip
8801,trueno,6,trueno
8802,tesoros,6,tesoro
8803,superhéroes,6,superhéroe
8804,seras,6,ser
8805,rotas,6,roto
8806,recupere,6,recuperar
8807,quejarte,6,quejar
8808,pulgar,6,pulgar
8809,pillado,6,pillado
8810,pensemos,6,pensar
8811,pausa,6,pausa
8812,pandillas,6,pandilla
8813,pagaremos,6,pagar
8814,olvidaba,6,olvidar
8815,normalidad,6,normalidad
8816,muérete,6,morir
8817,movido,6,movido mover
8818,miligramos,6,miligramo
8819,meteré,6,meter
8820,matrix,6,matrix
8821,honestidad,6,honestidad
8822,golpearme,6,golpear
8823,frasco,6,frasco
8824,expulsado,6,expulsado expulsar
8825,espectros,6,espectro
8826,cubiertas,6,cubierto
8827,confié,6,confiar
8828,clemencia,6,clemencia
8829,cago,6,cagar
8830,bromea,6,bromear
8831,atún,6,atún
8832,ático,6,ático
8833,arreglé,6,arreglar
8834,amnesia,6,amnesia
8835,acusa,6,acusar
8836,situacion,6,situación
8837,servidor,6,servidor
8838,seran,6,ser
8839,recoja,6,recoger
8840,ramón,6,ramón Ramón
8841,psiquiátrico,6,psiquiátrico
8842,protesto,6,protesto
8843,prisiones,6,prisión
8844,porquerías,6,porquería
8845,pondrán,6,poner
8846,munición,6,munición
8847,mudarnos,6,mudar
8848,molesten,6,molestar
8849,mentales,6,mental
8850,llámalo,6,llamar
8851,jurisdicción,6,jurisdicción
8852,informante,6,informante
8853,guardan,6,guardar
8854,frases,6,frase
8855,estuviéramos,6,estar
8856,estaria,6,estar
8857,enviará,6,enviar
8858,entorno,6,entorno
8859,engañarme,6,engañar
8860,enfrentamos,6,enfrentar
8861,diviértanse,6,divertir
8862,distracción,6,distracción
8863,déjale,6,dejar
8864,cuadrante,6,cuadrante
8865,cuaderno,6,cuaderno
8866,caminaba,6,caminar
8867,bledo,6,bledo
8868,altar,6,altar
8869,zanahoria,6,zanahoria
8870,viviremos,6,vivir
8871,tomada,6,tomado tomar
8872,tendras,6,tener
8873,sugirió,6,sugerir
8874,rabino,6,rabino
8875,quisiéramos,6,querer
8876,promoción,6,promoción
8877,práctico,6,práctico
8878,peleo,6,pelear
8879,pálido,6,pálido
8880,pagaste,6,pagar
8881,orfanato,6,orfanato
8882,operativo,6,operativo
8883,mutación,6,mutación
8884,monta,6,montar
8885,mayoria,6,mayoría
8886,mandaste,6,mandar
8887,luto,6,luto
8888,llevaban,6,llevar
8889,interese,6,interesar
8890,indicios,6,indicio
8891,impostor,6,impostor
8892,histórico,6,histórico
8893,explicas,6,explicar
8894,estrictamente,6,estrictamente
8895,estaras,6,estar
8896,establo,6,establo
8897,diseñador,6,diseñador
8898,deprimente,6,deprimente
8899,defectos,6,defecto
8900,crié,6,criar
8901,corregir,6,corregir
8902,caros,6,caro
8903,banquero,6,banquero
8904,aparta,6,apartar
8905,analizar,6,analizar
8906,vainilla,6,vainilla
8907,transbordador,6,transbordador
8908,taxista,6,taxista
8909,superficial,6,superficial
8910,sirviendo,6,servir
8911,separe,6,separar
8912,seguiría,6,seguir
8913,robe,6,robar
8914,rituales,6,ritual
8915,revela,6,revelar
8916,régimen,6,régimen
8917,protegen,6,proteger
8918,preocuparía,6,preocupar
8919,pollos,6,pollo
8920,pis,6,pis
8921,obsequio,6,obsequio
8922,nace,6,nacer
8923,mirarlo,6,mirar
8924,manada,6,manada
8925,hambrientos,6,hambriento
8926,formulario,6,formulario
8927,fibra,6,fibra
8928,feas,6,feo
8929,divertirme,6,divertir
8930,divertimos,6,divertir
8931,culpes,6,culpar
8932,creéis,6,crear
8933,convento,6,convento
8934,continúan,6,continuar
8935,comamos,6,comer
8936,cierran,6,cerrar
8937,champagne,6,champagne
8938,candidatos,6,candidato
8939,camine,6,caminar
8940,calabozo,6,calabozo
8941,cal,6,cal
8942,besa,6,besar
8943,arreglando,6,arreglar
8944,armonía,6,armonía
8945,ame,6,amar
8946,agarraron,6,agarrar
8947,aeropuertos,6,aeropuerto
8948,tope,6,tope
8949,tontas,6,tonto
8950,setenta,6,setenta
8951,rodaje,6,rodaje
8952,reuniremos,6,reunir
8953,relájese,6,relajar
8954,recta,6,recta
8955,psicología,6,psicología
8956,pierdan,6,perder
8957,pastilla,6,pastilla
8958,paseando,6,pasear
8959,pasados,6,pasado pasar
8960,ocultando,6,ocultar
8961,movida,6,movida movido mover
8962,morirse,6,morir
8963,mérito,6,mérito
8964,marchen,6,marchar
8965,ingreso,6,ingreso ingresar
8966,informó,6,informar
8967,industrias,6,industria
8968,fundamental,6,fundamental
8969,francotirador,6,francotirador
8970,flaco,6,flaco
8971,fallaste,6,fallar
8972,estambul,6,Estambul
8973,entraremos,6,entrar
8974,duendes,6,duende
8975,dobles,6,doble
8976,descubriste,6,descubrir
8977,derribar,6,derribar
8978,demandar,6,demandar
8979,delincuentes,6,delincuente
8980,cuidarme,6,cuidar
8981,créditos,6,crédito
8982,corrí,6,correr
8983,cera,6,cera
8984,brazalete,6,brazalete
8985,bolsón,6,bolsón
8986,apertura,6,apertura
8987,amé,6,amar
8988,abandono,6,abandono abandonar
8989,vivirás,5,vivir
8990,vendas,5,venda vender
8991,utilizando,5,utilizar
8992,temible,5,temible
8993,tacto,5,tacto
8994,reporteros,5,reportero
8995,reemplazar,5,reemplazar
8996,prepararte,5,preparar
8997,precauciones,5,precaución
8998,planeamos,5,planear
8999,ocuparemos,5,ocupar
9000,monja,5,monja
9001,moisés,5,moisés Moisés
9002,matones,5,matón
9003,lucio,5,lucio
9004,gala,5,gala
9005,estais,5,estar
9006,entrañas,5,entrañas
9007,elijo,5,elegir
9008,distribución,5,distribución
9009,dispararme,5,disparar
9010,dimensión,5,dimensión
9011,despiertas,5,despierto despertar
9012,despertarte,5,despertar
9013,creíamos,5,creer
9014,creerías,5,creer
9015,corrientes,5,corriente
9016,controlo,5,controlar
9017,conseguirá,5,conseguir
9018,compraron,5,comprar
9019,cometiste,5,cometer
9020,celulares,5,celular
9021,campanas,5,campana
9022,burbujas,5,burbuja
9023,besarme,5,besar
9024,atada,5,atado atar
9025,apuros,5,apuro
9026,agradas,5,agradar
9027,admirable,5,admirable
9028,web,5,web
9029,testificar,5,testificar
9030,teniamos,5,tener
9031,robamos,5,robar
9032,retiró,5,retirar
9033,resumen,5,resumen resumir
9034,proximo,5,próximo
9035,presten,5,prestar
9036,presidencia,5,presidencia
9037,pica,5,picar
9038,pelee,5,pelear
9039,ofrecí,5,ofrecer
9040,obtenido,5,obtenido obtener
