word,lemma,rank,duplicate
nieto,,5718,False
liberar,,5719,False
barón,,5722,False
vicepresidente,,5724,False
simón,,5725,False
simón,Simón,5726,False
ordenador,,5729,False
jodidos,joder,5731,True
despertado,,5733,False
despertado,despertar,5734,True
aburrida,aburrir,5738,False
superar,,5739,False
norma,,5740,False
norma,normar,5741,False
musical,,5742,False
lápiz,,5743,False
fruta,,5746,False
eléctrica,,5748,False
eléctrica,eléctrico,5749,False
crítica,,5750,False
chip,,5752,False
cargado,,5753,False
cargado,cargar,5754,True
altas,alto,5756,True
gastar,,5764,False
confirmar,,5766,False
quitado,,5767,False
quitado,quitar,5768,True
perímetro,,5770,False
pegado,,5771,False
pegado,pegar,5772,True
incapaz,,5775,False
forense,,5776,False
ésas,esa,5778,False
dignidad,,5779,False
delicado,,5782,False
cuarenta,,5783,False
constante,,5784,False
seriamente,,5787,False
muralla,,5790,False
embarazo,,5795,False
embarazo,embarazar,5796,False
rehén,,5800,False
milagros,Milagros,5804,False
horror,,5805,False
emocional,,5806,False
comedor,,5807,False
tumbas,tumbar,5811,False
subtitulado,,5812,False
plazo,,5813,False
pesca,,5814,False
pesca,pescar,5815,False
muertas,morir,5817,True
comisaría,,5825,False
vago,,5828,False
vago,vagar,5829,False
radiación,,5831,False
muchísimas,mucho,5834,True
tapa,,5839,False
tapa,tapar,5840,False
respiro,,5842,False
respiro,respirar,5843,False
queja,,5844,False
queja,quejar,5845,False
mordida,,5848,False
mordida,mordido,5849,False
mordida,morder,5850,True
mmm,,5851,False
marchar,,5853,False
mantequilla,,5854,False
guardián,,5855,False
escándalo,,5856,False
tinta,,5861,False
tinta,tinto,5862,False
sindicato,,5863,False
dispuesta,disponer,5869,False
descripción,,5870,False
brigada,,5872,False
repugnante,,5874,False
misa,,5876,False
metrópolis,,5877,False
metrópolis,metrópoli,5878,False
mamita,,5880,False
jamón,,5881,False
ésos,esos,5883,False
retraso,,5886,False
retraso,retrasar,5887,False
linterna,,5891,False
inevitable,,5892,False
encender,,5893,False
cacería,,5896,False
jungla,,5901,False
dedicado,,5902,False
astuto,,5906,False
antídoto,,5907,False
vano,,5909,False
quemado,,5912,False
quemado,quemar,5913,True
parejas,parejo,5916,False
fuga,,5919,False
asesinada,asesinar,5924,True
artillería,,5925,False
apariencia,,5926,False
mágico,,5930,False
excusas,excusar,5933,False
contratar,,5934,False
candidato,,5935,False
anteriormente,,5936,False
adicto,,5937,False
sello,,5938,False
retrasado,,5940,False
retrasado,retrasar,5941,False
galleta,,5944,False
chistoso,,5946,False
solar,,5949,False
grito,,5953,False
grito,gritar,5954,True
enseñado,,5955,False
enseñado,enseñar,5956,True
descubrimiento,,5958,False
clérigo,,5960,False
clásico,,5961,False
batallas,batallar,5963,False
marzo,,5966,False
hechas,hacer,5968,True
fraude,,5969,False
economía,,5970,False
costo,,5973,False
costo,costar,5974,True
condena,,5976,False
alivio,,5978,False
alivio,aliviar,5979,False
micrófono,,5982,False
ida,ir,5986,True
giro,,5988,False
giro,girar,5989,False
desgraciados,desgraciar,5991,False
arroz,,5992,False
unido,,5994,False
unido,unir,5995,False
seda,,5998,False
seda,sedar,5999,False
controles,control,6003,False
choque,,6004,False
choque,chocar,6005,False
aclarar,,6007,False
santuario,,6009,False
impulso,,6012,False
impedir,,6013,False
cobrar,,6019,False
audición,,6020,False
asesinados,asesinar,6022,True
afueras,,6023,False
tribu,,6024,False
testamento,,6025,False
postre,,6026,False
ópera,,6028,False
estatal,,6030,False
esclavo,,6031,False
privilegio,,6039,False
orina,,6040,False
jovencito,,6041,False
jovencito,joven,6042,False
invasión,,6043,False
usualmente,,6054,False
sable,,6056,False
retirada,retirado,6058,False
psicópata,,6060,False
plaga,,6062,False
plaga,plagar,6063,False
ohh,,6064,False
existir,,6066,False
bendito,,6068,False
bendito,bendecir,6069,True
supuestamente,,6071,False
residente,,6072,False
rescatar,,6073,False
pesada,pesar,6075,False
hermanito,,6079,False
hermanito,hermano,6080,False
firmado,,6082,False
firmado,firmar,6083,False
entrenar,,6084,False
encendido,,6085,False
encendido,encender,6086,True
boxeo,,6091,False
boxeo,boxear,6092,False
autorizado,,6093,False
autorizado,autorizar,6094,False
armadura,,6095,False
preocupados,preocupar,6098,True
mutante,,6101,False
incómodo,,6106,False
harta,hartar,6108,False
expedición,,6109,False
contratado,,6113,False
contratado,contratar,6114,True
sentar,,6116,False
presentes,presentar,6118,True
ejecución,,6122,False
afirmativo,,6126,False
talla,,6128,False
talla,tallar,6129,False
rodeado,,6130,False
rodeado,rodear,6131,False
reparar,,6132,False
patada,,6134,False
humilde,,6137,False
elefante,,6140,False
demostración,,6142,False
creación,,6143,False
compañia,,6144,False
bebido,,6146,False
bebido,beber,6147,True
bata,,6148,False
bata,batir,6149,False
soga,,6150,False
pegar,,6155,False
informar,,6161,False
independiente,,6162,False
fuéramos,ser,6164,True
conque,,6167,False
cometa,,6169,False
cometa,cometer,6170,True
acostado,,6171,False
acostado,acostar,6172,False
pentágono,,6173,False
galería,,6175,False
decepcionado,,6177,False
ausencia,,6180,False
asistencia,,6181,False
suma,,6183,False
suma,sumar,6184,False
ogro,,6185,False
griego,,6186,False
caballería,,6187,False
bondad,,6188,False
avanzada,avanzar,6191,True
puño,,6194,False
otoño,,6195,False
observar,,6196,False
iris,,6199,False
horno,,6200,False
grosero,,6201,False
veloz,,6207,False
tatuaje,,6209,False
resuelto,,6211,False
resuelto,resolver,6212,True
nocturno,,6215,False
líquido,,6216,False
especialidad,,6220,False
reconocer,,6226,False
rebelde,,6227,False
pervertido,,6229,False
pervertido,pervertir,6230,False
obedecer,,6231,False
mentido,,6232,False
mentido,mentir,6233,True
jade,,6236,False
ego,,6238,False
césped,,6242,False
capullo,,6243,False
supervivencia,,6245,False
soñado,,6246,False
soñado,soñar,6247,True
separados,separar,6249,False
infantería,,6252,False
identificado,,6253,False
identificado,identificar,6254,True
hambriento,,6256,False
cortesía,,6260,False
colonia,,6261,False
amiguito,,6263,False
amiguito,amigo,6264,True
alfa,,6265,False
sensacional,,6268,False
literalmente,,6272,False
licor,,6273,False
juzgar,,6274,False
equilibrio,,6275,False
entregado,,6277,False
entregado,entregar,6278,True
consulta,,6280,False
consulta,consultar,6281,False
boxeador,,6282,False
bahía,,6283,False
taller,,6285,False
operar,,6289,False
mochila,,6290,False
interesada,interesar,6292,False
inspiración,,6293,False
enero,,6296,False
claudia,,6298,False
claudia,Claudia,6299,False
lógico,,6300,False
insignificante,,6302,False
hermandad,,6303,False
goma,,6304,False
franco,,6305,False
franco,Franco,6306,False
chimenea,,6308,False
polo,,6312,False
perspectiva,,6314,False
ministerio,,6316,False
gesto,,6317,False
gesto,gestar,6318,False
culpar,,6322,False
arriesgar,,6324,False
arabia,arabio,6326,False
vital,,6327,False
transferencia,,6329,False
seguida,,6333,False
seguida,seguido,6334,False
seguida,seguir,6335,True
oculto,,6338,False
oculto,ocultar,6339,True
honorable,,6340,False
hmm,,6341,False
escolar,,6343,False
controlado,,6345,False
controlado,controlar,6346,True
constantemente,,6347,False
apetito,,6352,False
órbita,,6356,False
herir,,6359,False
enfadada,enfadar,6362,False
colorado,,6365,False
colorado,colorar,6366,False
término,,6368,False
síndrome,,6369,False
refrigerador,,6370,False
mecanismo,,6373,False
especialista,,6375,False
crucero,,6377,False
saludar,,6380,False
papito,,6381,False
papito,papá,6382,False
oficio,,6383,False
tobillo,,6389,False
técnico,,6390,False
saudita,Saudita,6392,False
salvador,,6393,False
ordenar,,6396,False
mito,,6400,False
juramento,,6401,False
consejero,,6403,False
confusión,,6404,False
sirviente,,6408,False
sierra,,6409,False
indicado,,6414,False
indicado,indicar,6415,True
entrenado,,6416,False
entrenado,entrenar,6417,False
enhorabuena,,6419,False
cruce,,6421,False
cruce,cruzar,6422,False
cancelar,,6425,False
callar,,6426,False
suite,,6428,False
soñar,,6429,False
preferido,,6431,False
preferido,preferir,6432,True
mandado,,6436,False
mandado,mandar,6437,True
huella,,6439,False
gilipollas,,6440,False
eterno,,6442,False
escopeta,,6443,False
desesperado,,6446,False
desesperado,desesperar,6447,False
bailarina,,6448,False
bailarina,bailarín,6449,False
alimentar,,6450,False
simpático,,6452,False
respetar,,6454,False
rabia,,6455,False
rabia,rabiar,6456,False
pito,,6459,False
pito,pitar,6460,False
perla,,6461,False
pendiente,,6462,False
suicida,,6469,False
sobrina,,6471,False
padrino,,6473,False
fractura,,6474,False
fractura,fracturar,6475,False
envío,,6478,False
envío,enviar,6479,True
enterrar,,6480,False
destrozado,,6481,False
destrozado,destrozar,6482,False
condicional,,6484,False
avergonzado,,6486,False
avergonzado,avergonzar,6487,False
amenazas,amenazar,6490,False
val,,6492,False
repetir,,6495,False
organizado,,6497,False
organizado,organizar,6498,False
novato,,6499,False
localizar,,6500,False
enamorados,enamorar,6505,False
cajón,,6507,False
aliados,aliar,6509,False
águila,,6510,False
sexto,,6512,False
reciente,,6514,False
protector,,6515,False
materia,,6519,False
hueón,,6520,False
hueón,huevón,6521,False
gentil,,6522,False
evidente,,6523,False
enlace,,6524,False
dorado,,6525,False
dorado,dorar,6526,False
conclusión,,6529,False
competir,,6530,False
auténtico,,6531,False
afortunadamente,,6533,False
siesta,,6534,False
sentidos,sentir,6536,True
girar,,6540,False
extraterrestre,,6541,False
canciller,,6543,False
protocolo,,6547,False
pacto,,6549,False
pacto,pactar,6550,False
módulo,,6551,False
huracán,,6554,False
arrestar,,6561,False
acento,,6562,False
vientre,,6564,False
timón,,6566,False
tabla,,6567,False
pintar,,6569,False
particularmente,,6570,False
palma,,6571,False
palma,palmar,6572,False
organizar,,6573,False
irlandés,,6576,False
as,,6579,False
voluntario,,6581,False
vigilar,,6583,False
vestíbulo,,6584,False
soltar,,6585,False
hacha,,6589,False
enojar,,6591,False
drogado,,6593,False
drogado,drogar,6594,False
cagar,,6595,False
traducido,,6596,False
traducido,traducir,6597,False
salario,,6599,False
préstamo,,6600,False
mensajero,,6601,False
granjero,,6602,False
filosofía,,6603,False
explosivo,,6605,False
diagnóstico,,6606,False
cardíaco,,6607,False
tomate,,6610,False
tomate,tomar,6611,True
magneto,,6613,False
lance,,6614,False
lance,lanzar,6615,True
hilo,,6617,False
doler,,6621,False
concentración,,6623,False
torpe,,6627,False
región,,6630,False
post,,6632,False
obsesionado,,6633,False
obsesionado,obsesionar,6634,False
automóvil,,6639,False
ruinas,ruinar,6643,False
orilla,,6644,False
excitante,,6647,False
batallón,,6652,False
ofender,,6656,False
novela,,6657,False
espectacular,,6661,False
cortina,,6663,False
construido,,6664,False
chaval,,6667,False
arrogante,,6670,False
vendo,vendar,6672,False
semental,,6676,False
facultad,,6680,False
envidia,,6681,False
envidia,envidiar,6682,False
disposición,,6684,False
conquistar,,6688,False
almohada,,6691,False
activo,,6692,False
activo,activar,6693,False
abuelita,,6694,False
abuelita,abuela,6695,True
traicionado,,6698,False
traicionado,traicionar,6699,False
teresa,,6700,False
teresa,Teresa,6701,False
moderno,,6704,False
manta,,6705,False
lidiar,,6706,False
comunista,,6709,False
suiza,suizo,6713,False
pita,,6714,False
molestado,,6718,False
molestado,molestar,6719,True
hembra,,6721,False
eternamente,,6722,False
colgado,,6726,False
acusación,,6729,False
negar,,6735,False
mordido,,6737,False
mordido,morder,6738,True
imaginado,,6741,False
imaginado,imaginar,6742,True
fallar,,6744,False
combatir,,6748,False
canto,,6749,False
canto,cantar,6750,True
apestoso,,6753,False
visa,,6754,False
retirar,,6756,False
ooh,,6758,False
